Model	Symbol	Mutation
PD0063_F4	ARID1A	-
PD0063_F4	ARID2	-
PD0063_F4	BAP1	-
PD0063_F4	BRD7	-
PD0063_F4	CCND1	-
PD0063_F4	CDKN1A	-
PD0063_F4	CDKN2A	-
PD0063_F4	CDKN2B	-
PD0063_F4	CYP2E1	-
PD0063_F4	EEF1A1	-
PD0063_F4	FCRL1	-
PD0063_F4	FGF19	-
PD0063_F4	G6PC	-
PD0063_F4	GALNT11	-
PD0063_F4	HIST1H1C	-
PD0063_F4	HNF1A	-
PD0063_F4	HNRNPA2B1	-
PD0063_F4	IDH1	-
PD0063_F4	IL6ST	-
PD0063_F4	IRX1	-
PD0063_F4	KIF19	-
PD0063_F4	LCE1E	-
PD0063_F4	MAP2K3	-
PD0063_F4	MEN1	-
PD0063_F4	NCOR1	-
PD0063_F4	NFE2L2	-
PD0063_F4	PDX1	-
PD0063_F4	PTEN	-
PD0063_F4	RB1	-
PD0063_F4	RPS6KA3	-
PD0063_F4	SOCS6	-
PD0063_F4	SRCAP	-
PD0063_F4	TERT	-
PD0063_F4	TMEM99	-
PD0063_F4	TRPA1	-
PD0063_F4	TSC1	-
PD0063_F4	TSC2	-
PD0064_F4	ACVR2A	-
PD0064_F4	ADH1B	-
PD0064_F4	ALB	-
PD0064_F4	ARID1A	-
PD0064_F4	ARID2	-
PD0064_F4	AXIN1	-
PD0064_F4	BAP1	-
PD0064_F4	BRD7	-
PD0064_F4	CCND1	-
PD0064_F4	CDKN1A	-
PD0064_F4	CDKN2A	-
PD0064_F4	CDKN2B	-
PD0064_F4	CTNNB1	-
PD0064_F4	CYP2E1	-
PD0064_F4	EEF1A1	-
PD0064_F4	FCRL1	-
PD0064_F4	FGF19	-
PD0064_F4	G6PC	-
PD0064_F4	GALNT11	-
PD0064_F4	GRXCR1	-
PD0064_F4	HIST1H1C	-
PD0064_F4	HNF1A	-
PD0064_F4	HNRNPA2B1	-
PD0064_F4	IDH1	-
PD0064_F4	IL6ST	-
PD0064_F4	IRX1	-
PD0064_F4	KIF19	-
PD0064_F4	LCE1E	-
PD0064_F4	MAP2K3	-
PD0064_F4	MEN1	-
PD0064_F4	NCOR1	-
PD0064_F4	NFE2L2	-
PD0064_F4	PDX1	-
PD0064_F4	PTEN	-
PD0064_F4	RB1	-
PD0064_F4	RPS6KA3	-
PD0064_F4	SOCS6	-
PD0064_F4	SRCAP	-
PD0064_F4	TERT	-
PD0064_F4	TMEM99	-
PD0064_F4	TP53	-
PD0064_F4	TSC1	-
PD0064_F4	TSC2	-
PD0068_F4	ACVR2A	-
PD0068_F4	ADH1B	-
PD0068_F4	ALB	-
PD0068_F4	APOB	-
PD0068_F4	ARID1A	-
PD0068_F4	ARID2	-
PD0068_F4	AXIN1	-
PD0068_F4	BAP1	-
PD0068_F4	BRD7	-
PD0068_F4	CCND1	-
PD0068_F4	CDKN1A	-
PD0068_F4	CDKN2A	-
PD0068_F4	CDKN2B	-
PD0068_F4	CTNNB1	-
PD0068_F4	CYP2E1	-
PD0068_F4	EEF1A1	-
PD0068_F4	FCRL1	-
PD0068_F4	FGF19	-
PD0068_F4	G6PC	-
PD0068_F4	GALNT11	-
PD0068_F4	GRXCR1	-
PD0068_F4	HIST1H1C	-
PD0068_F4	HNF1A	-
PD0068_F4	HNRNPA2B1	-
PD0068_F4	IDH1	-
PD0068_F4	IL6ST	-
PD0068_F4	IRX1	-
PD0068_F4	KIF19	-
PD0068_F4	LCE1E	-
PD0068_F4	MAP2K3	-
PD0068_F4	MEN1	-
PD0068_F4	NCOR1	-
PD0068_F4	NFE2L2	-
PD0068_F4	PDX1	-
PD0068_F4	PTEN	-
PD0068_F4	RB1	-
PD0068_F4	RPS6KA3	-
PD0068_F4	SOCS6	-
PD0068_F4	SRCAP	-
PD0068_F4	TERT	-
PD0068_F4	TMEM99	-
PD0068_F4	TRPA1	-
PD0068_F4	TSC1	-
PD0068_F4	TSC2	-
PD0072_F4	ACVR2A	-
PD0072_F4	ALB	-
PD0072_F4	APOB	-
PD0072_F4	ARID1A	-
PD0072_F4	ARID2	-
PD0072_F4	AXIN1	-
PD0072_F4	BAP1	-
PD0072_F4	BRD7	-
PD0072_F4	CCND1	-
PD0072_F4	CDKN1A	-
PD0072_F4	CDKN2A	-
PD0072_F4	CDKN2B	-
PD0072_F4	CTNNB1	-
PD0072_F4	CYP2E1	-
PD0072_F4	EEF1A1	-
PD0072_F4	FCRL1	-
PD0072_F4	FGF19	-
PD0072_F4	G6PC	-
PD0072_F4	GALNT11	-
PD0072_F4	GRXCR1	-
PD0072_F4	HIST1H1C	-
PD0072_F4	HNF1A	-
PD0072_F4	HNRNPA2B1	-
PD0072_F4	IDH1	-
PD0072_F4	IL6ST	-
PD0072_F4	IRX1	-
PD0072_F4	KIF19	-
PD0072_F4	LCE1E	-
PD0072_F4	MAP2K3	-
PD0072_F4	MEN1	-
PD0072_F4	NCOR1	-
PD0072_F4	NFE2L2	-
PD0072_F4	PDX1	-
PD0072_F4	PTEN	-
PD0072_F4	RB1	-
PD0072_F4	RPS6KA3	-
PD0072_F4	SOCS6	-
PD0072_F4	SRCAP	-
PD0072_F4	TMEM99	-
PD0072_F4	TRPA1	-
PD0072_F4	TSC1	-
PD0072_F4	TSC2	-
PD0074_F4	ACVR2A	-
PD0074_F4	ADH1B	-
PD0074_F4	ALB	-
PD0074_F4	ARID1A	-
PD0074_F4	ARID2	-
PD0074_F4	AXIN1	-
PD0074_F4	BAP1	-
PD0074_F4	BRD7	-
PD0074_F4	CCND1	-
PD0074_F4	CDKN1A	-
PD0074_F4	CDKN2A	-
PD0074_F4	CDKN2B	-
PD0074_F4	CTNNB1	-
PD0074_F4	CYP2E1	-
PD0074_F4	EEF1A1	-
PD0074_F4	FCRL1	-
PD0074_F4	FGF19	-
PD0074_F4	G6PC	-
PD0074_F4	GALNT11	-
PD0074_F4	GRXCR1	-
PD0074_F4	HIST1H1C	-
PD0074_F4	HNF1A	-
PD0074_F4	HNRNPA2B1	-
PD0074_F4	IDH1	-
PD0074_F4	IL6ST	-
PD0074_F4	IRX1	-
PD0074_F4	KIF19	-
PD0074_F4	LCE1E	-
PD0074_F4	MAP2K3	-
PD0074_F4	MEN1	-
PD0074_F4	NCOR1	-
PD0074_F4	NFE2L2	-
PD0074_F4	PDX1	-
PD0074_F4	PTEN	-
PD0074_F4	RB1	-
PD0074_F4	RPS6KA3	-
PD0074_F4	SOCS6	-
PD0074_F4	SRCAP	-
PD0074_F4	TERT	-
PD0074_F4	TMEM99	-
PD0074_F4	TP53	-
PD0074_F4	TRPA1	-
PD0074_F4	TSC2	-
PD0075_F4	ACVR2A	-
PD0075_F4	ADH1B	-
PD0075_F4	ALB	-
PD0075_F4	APOB	-
PD0075_F4	ARID1A	-
PD0075_F4	ARID2	-
PD0075_F4	BAP1	-
PD0075_F4	BRD7	-
PD0075_F4	CCND1	-
PD0075_F4	CDKN1A	-
PD0075_F4	CDKN2B	-
PD0075_F4	CTNNB1	-
PD0075_F4	CYP2E1	-
PD0075_F4	EEF1A1	-
PD0075_F4	FCRL1	-
PD0075_F4	FGF19	-
PD0075_F4	G6PC	-
PD0075_F4	GALNT11	-
PD0075_F4	GRXCR1	-
PD0075_F4	HIST1H1C	-
PD0075_F4	HNF1A	-
PD0075_F4	HNRNPA2B1	-
PD0075_F4	IDH1	-
PD0075_F4	IL6ST	-
PD0075_F4	IRX1	-
PD0075_F4	KIF19	-
PD0075_F4	LCE1E	-
PD0075_F4	MAP2K3	-
PD0075_F4	MEN1	-
PD0075_F4	NCOR1	-
PD0075_F4	NFE2L2	-
PD0075_F4	PDX1	-
PD0075_F4	PTEN	-
PD0075_F4	RB1	-
PD0075_F4	RPS6KA3	-
PD0075_F4	SOCS6	-
PD0075_F4	SRCAP	-
PD0075_F4	TERT	-
PD0075_F4	TMEM99	-
PD0075_F4	TP53	-
PD0075_F4	TRPA1	-
PD0075_F4	TSC1	-
PD0075_F4	TSC2	-
PD0076_F4	ACVR2A	-
PD0076_F4	ADH1B	-
PD0076_F4	ALB	-
PD0076_F4	APOB	-
PD0076_F4	ARID1A	-
PD0076_F4	AXIN1	-
PD0076_F4	BAP1	-
PD0076_F4	BRD7	-
PD0076_F4	CCND1	-
PD0076_F4	CDKN1A	-
PD0076_F4	CDKN2A	-
PD0076_F4	CDKN2B	-
PD0076_F4	CTNNB1	-
PD0076_F4	CYP2E1	-
PD0076_F4	EEF1A1	-
PD0076_F4	FCRL1	-
PD0076_F4	G6PC	-
PD0076_F4	GALNT11	-
PD0076_F4	GRXCR1	-
PD0076_F4	HIST1H1C	-
PD0076_F4	HNF1A	-
PD0076_F4	HNRNPA2B1	-
PD0076_F4	IDH1	-
PD0076_F4	IL6ST	-
PD0076_F4	IRX1	-
PD0076_F4	KIF19	-
PD0076_F4	LCE1E	-
PD0076_F4	MAP2K3	-
PD0076_F4	MEN1	-
PD0076_F4	NCOR1	-
PD0076_F4	NFE2L2	-
PD0076_F4	PDX1	-
PD0076_F4	PTEN	-
PD0076_F4	RB1	-
PD0076_F4	RPS6KA3	-
PD0076_F4	SOCS6	-
PD0076_F4	SRCAP	-
PD0076_F4	TERT	-
PD0076_F4	TMEM99	-
PD0076_F4	TRPA1	-
PD0076_F4	TSC1	-
PD0076_F4	TSC2	-
PD0079_F4	ACVR2A	-
PD0079_F4	ADH1B	-
PD0079_F4	ALB	-
PD0079_F4	APOB	-
PD0079_F4	ARID1A	-
PD0079_F4	ARID2	-
PD0079_F4	AXIN1	-
PD0079_F4	BAP1	-
PD0079_F4	BRD7	-
PD0079_F4	CCND1	-
PD0079_F4	CDKN1A	-
PD0079_F4	CDKN2A	-
PD0079_F4	CDKN2B	-
PD0079_F4	CTNNB1	-
PD0079_F4	CYP2E1	-
PD0079_F4	EEF1A1	-
PD0079_F4	FCRL1	-
PD0079_F4	FGF19	-
PD0079_F4	G6PC	-
PD0079_F4	GALNT11	-
PD0079_F4	GRXCR1	-
PD0079_F4	HIST1H1C	-
PD0079_F4	HNF1A	-
PD0079_F4	HNRNPA2B1	-
PD0079_F4	IDH1	-
PD0079_F4	IL6ST	-
PD0079_F4	IRX1	-
PD0079_F4	KIF19	-
PD0079_F4	LCE1E	-
PD0079_F4	MAP2K3	-
PD0079_F4	MEN1	-
PD0079_F4	NCOR1	-
PD0079_F4	NFE2L2	-
PD0079_F4	PDX1	-
PD0079_F4	PTEN	-
PD0079_F4	RB1	-
PD0079_F4	RPS6KA3	-
PD0079_F4	SOCS6	-
PD0079_F4	SRCAP	-
PD0079_F4	TERT	-
PD0079_F4	TMEM99	-
PD0079_F4	TRPA1	-
PD0079_F4	TSC1	-
PD0081_F4	ACVR2A	-
PD0081_F4	ADH1B	-
PD0081_F4	ALB	-
PD0081_F4	ARID1A	-
PD0081_F4	ARID2	-
PD0081_F4	AXIN1	-
PD0081_F4	BAP1	-
PD0081_F4	BRD7	-
PD0081_F4	CCND1	-
PD0081_F4	CDKN1A	-
PD0081_F4	CDKN2A	-
PD0081_F4	CDKN2B	-
PD0081_F4	CTNNB1	-
PD0081_F4	CYP2E1	-
PD0081_F4	EEF1A1	-
PD0081_F4	FCRL1	-
PD0081_F4	FGF19	-
PD0081_F4	G6PC	-
PD0081_F4	GALNT11	-
PD0081_F4	GRXCR1	-
PD0081_F4	HIST1H1C	-
PD0081_F4	HNF1A	-
PD0081_F4	HNRNPA2B1	-
PD0081_F4	IDH1	-
PD0081_F4	IL6ST	-
PD0081_F4	IRX1	-
PD0081_F4	KIF19	-
PD0081_F4	LCE1E	-
PD0081_F4	MAP2K3	-
PD0081_F4	MEN1	-
PD0081_F4	NCOR1	-
PD0081_F4	NFE2L2	-
PD0081_F4	PDX1	-
PD0081_F4	PTEN	-
PD0081_F4	RB1	-
PD0081_F4	RPS6KA3	-
PD0081_F4	SOCS6	-
PD0081_F4	SRCAP	-
PD0081_F4	TERT	-
PD0081_F4	TMEM99	-
PD0081_F4	TRPA1	-
PD0081_F4	TSC1	-
PD0081_F4	TSC2	-
PD0083_F4	ACVR2A	-
PD0083_F4	ADH1B	-
PD0083_F4	ALB	-
PD0083_F4	ARID1A	-
PD0083_F4	AXIN1	-
PD0083_F4	BAP1	-
PD0083_F4	BRD7	-
PD0083_F4	CCND1	-
PD0083_F4	CDKN1A	-
PD0083_F4	CDKN2A	-
PD0083_F4	CDKN2B	-
PD0083_F4	CTNNB1	-
PD0083_F4	CYP2E1	-
PD0083_F4	EEF1A1	-
PD0083_F4	FCRL1	-
PD0083_F4	FGF19	-
PD0083_F4	G6PC	-
PD0083_F4	GALNT11	-
PD0083_F4	GRXCR1	-
PD0083_F4	HIST1H1C	-
PD0083_F4	HNF1A	-
PD0083_F4	HNRNPA2B1	-
PD0083_F4	IDH1	-
PD0083_F4	IRX1	-
PD0083_F4	KIF19	-
PD0083_F4	LCE1E	-
PD0083_F4	MAP2K3	-
PD0083_F4	MEN1	-
PD0083_F4	NCOR1	-
PD0083_F4	NFE2L2	-
PD0083_F4	PDX1	-
PD0083_F4	PTEN	-
PD0083_F4	RB1	-
PD0083_F4	RPS6KA3	-
PD0083_F4	SOCS6	-
PD0083_F4	SRCAP	-
PD0083_F4	TERT	-
PD0083_F4	TMEM99	-
PD0083_F4	TRPA1	-
PD0083_F4	TSC1	-
PD0083_F4	TSC2	-
PD0093_F4	ACVR2A	-
PD0093_F4	ADH1B	-
PD0093_F4	ALB	-
PD0093_F4	APOB	-
PD0093_F4	ARID1A	-
PD0093_F4	ARID2	-
PD0093_F4	AXIN1	-
PD0093_F4	BAP1	-
PD0093_F4	BRD7	-
PD0093_F4	CCND1	-
PD0093_F4	CDKN1A	-
PD0093_F4	CDKN2A	-
PD0093_F4	CDKN2B	-
PD0093_F4	CTNNB1	-
PD0093_F4	CYP2E1	-
PD0093_F4	EEF1A1	-
PD0093_F4	FCRL1	-
PD0093_F4	FGF19	-
PD0093_F4	G6PC	-
PD0093_F4	GALNT11	-
PD0093_F4	GRXCR1	-
PD0093_F4	HIST1H1C	-
PD0093_F4	HNF1A	-
PD0093_F4	HNRNPA2B1	-
PD0093_F4	IDH1	-
PD0093_F4	IL6ST	-
PD0093_F4	IRX1	-
PD0093_F4	KIF19	-
PD0093_F4	LCE1E	-
PD0093_F4	MAP2K3	-
PD0093_F4	MEN1	-
PD0093_F4	NFE2L2	-
PD0093_F4	PDX1	-
PD0093_F4	PTEN	-
PD0093_F4	RB1	-
PD0093_F4	RPS6KA3	-
PD0093_F4	SOCS6	-
PD0093_F4	SRCAP	-
PD0093_F4	TERT	-
PD0093_F4	TMEM99	-
PD0093_F4	TRPA1	-
PD0093_F4	TSC1	-
PD0095_F4	ACVR2A	-
PD0095_F4	ADH1B	-
PD0095_F4	ALB	-
PD0095_F4	ARID1A	-
PD0095_F4	ARID2	-
PD0095_F4	AXIN1	-
PD0095_F4	BAP1	-
PD0095_F4	BRD7	-
PD0095_F4	CCND1	-
PD0095_F4	CDKN1A	-
PD0095_F4	CDKN2A	-
PD0095_F4	CDKN2B	-
PD0095_F4	CYP2E1	-
PD0095_F4	EEF1A1	-
PD0095_F4	FCRL1	-
PD0095_F4	FGF19	-
PD0095_F4	G6PC	-
PD0095_F4	GALNT11	-
PD0095_F4	GRXCR1	-
PD0095_F4	HIST1H1C	-
PD0095_F4	HNF1A	-
PD0095_F4	HNRNPA2B1	-
PD0095_F4	IDH1	-
PD0095_F4	IL6ST	-
PD0095_F4	IRX1	-
PD0095_F4	KIF19	-
PD0095_F4	LCE1E	-
PD0095_F4	MAP2K3	-
PD0095_F4	MEN1	-
PD0095_F4	NCOR1	-
PD0095_F4	NFE2L2	-
PD0095_F4	PDX1	-
PD0095_F4	PTEN	-
PD0095_F4	RB1	-
PD0095_F4	RPS6KA3	-
PD0095_F4	SOCS6	-
PD0095_F4	SRCAP	-
PD0095_F4	TERT	-
PD0095_F4	TMEM99	-
PD0095_F4	TP53	-
PD0095_F4	TRPA1	-
PD0095_F4	TSC1	-
PD0095_F4	TSC2	-
PD0098_F4	ACVR2A	-
PD0098_F4	ADH1B	-
PD0098_F4	ALB	-
PD0098_F4	APOB	-
PD0098_F4	ARID1A	-
PD0098_F4	ARID2	-
PD0098_F4	AXIN1	-
PD0098_F4	BRD7	-
PD0098_F4	CCND1	-
PD0098_F4	CDKN1A	-
PD0098_F4	CDKN2A	-
PD0098_F4	CDKN2B	-
PD0098_F4	CTNNB1	-
PD0098_F4	CYP2E1	-
PD0098_F4	EEF1A1	-
PD0098_F4	FCRL1	-
PD0098_F4	FGF19	-
PD0098_F4	G6PC	-
PD0098_F4	GALNT11	-
PD0098_F4	GRXCR1	-
PD0098_F4	HIST1H1C	-
PD0098_F4	HNF1A	-
PD0098_F4	HNRNPA2B1	-
PD0098_F4	IDH1	-
PD0098_F4	IL6ST	-
PD0098_F4	IRX1	-
PD0098_F4	LCE1E	-
PD0098_F4	MAP2K3	-
PD0098_F4	MEN1	-
PD0098_F4	NCOR1	-
PD0098_F4	NFE2L2	-
PD0098_F4	PDX1	-
PD0098_F4	PTEN	-
PD0098_F4	RB1	-
PD0098_F4	RPS6KA3	-
PD0098_F4	SOCS6	-
PD0098_F4	SRCAP	-
PD0098_F4	TERT	-
PD0098_F4	TMEM99	-
PD0098_F4	TRPA1	-
PD0098_F4	TSC1	-
PD0098_F4	TSC2	-
PD0102_F4	ACVR2A	-
PD0102_F4	ADH1B	-
PD0102_F4	ARID1A	-
PD0102_F4	ARID2	-
PD0102_F4	AXIN1	-
PD0102_F4	BAP1	-
PD0102_F4	BRD7	-
PD0102_F4	CCND1	-
PD0102_F4	CDKN1A	-
PD0102_F4	CDKN2A	-
PD0102_F4	CDKN2B	-
PD0102_F4	CTNNB1	-
PD0102_F4	CYP2E1	-
PD0102_F4	EEF1A1	-
PD0102_F4	FCRL1	-
PD0102_F4	FGF19	-
PD0102_F4	G6PC	-
PD0102_F4	GALNT11	-
PD0102_F4	GRXCR1	-
PD0102_F4	HIST1H1C	-
PD0102_F4	HNF1A	-
PD0102_F4	HNRNPA2B1	-
PD0102_F4	IDH1	-
PD0102_F4	IL6ST	-
PD0102_F4	IRX1	-
PD0102_F4	KIF19	-
PD0102_F4	LCE1E	-
PD0102_F4	MAP2K3	-
PD0102_F4	MEN1	-
PD0102_F4	NCOR1	-
PD0102_F4	NFE2L2	-
PD0102_F4	PDX1	-
PD0102_F4	PTEN	-
PD0102_F4	RB1	-
PD0102_F4	RPS6KA3	-
PD0102_F4	SOCS6	-
PD0102_F4	SRCAP	-
PD0102_F4	TERT	-
PD0102_F4	TMEM99	-
PD0102_F4	TRPA1	-
PD0102_F4	TSC1	-
PD0102_F4	TSC2	-
PD0103_F4	ACVR2A	-
PD0103_F4	ADH1B	-
PD0103_F4	ALB	-
PD0103_F4	APOB	-
PD0103_F4	ARID1A	-
PD0103_F4	ARID2	-
PD0103_F4	AXIN1	-
PD0103_F4	BAP1	-
PD0103_F4	BRD7	-
PD0103_F4	CCND1	-
PD0103_F4	CDKN1A	-
PD0103_F4	CDKN2A	-
PD0103_F4	CDKN2B	-
PD0103_F4	CYP2E1	-
PD0103_F4	EEF1A1	-
PD0103_F4	FCRL1	-
PD0103_F4	FGF19	-
PD0103_F4	G6PC	-
PD0103_F4	GALNT11	-
PD0103_F4	GRXCR1	-
PD0103_F4	HIST1H1C	-
PD0103_F4	HNF1A	-
PD0103_F4	HNRNPA2B1	-
PD0103_F4	IDH1	-
PD0103_F4	IL6ST	-
PD0103_F4	IRX1	-
PD0103_F4	KIF19	-
PD0103_F4	LCE1E	-
PD0103_F4	MAP2K3	-
PD0103_F4	MEN1	-
PD0103_F4	NCOR1	-
PD0103_F4	NFE2L2	-
PD0103_F4	PDX1	-
PD0103_F4	PTEN	-
PD0103_F4	RB1	-
PD0103_F4	RPS6KA3	-
PD0103_F4	SOCS6	-
PD0103_F4	SRCAP	-
PD0103_F4	TERT	-
PD0103_F4	TMEM99	-
PD0103_F4	TRPA1	-
PD0103_F4	TSC1	-
PD0045_F5	ACVR2A	-
PD0045_F5	ADH1B	-
PD0045_F5	ALB	-
PD0045_F5	APOB	-
PD0045_F5	ARID1A	-
PD0045_F5	ARID2	-
PD0045_F5	AXIN1	-
PD0045_F5	BAP1	-
PD0045_F5	BRD7	-
PD0045_F5	CCND1	-
PD0045_F5	CDKN1A	-
PD0045_F5	CDKN2A	-
PD0045_F5	CDKN2B	-
PD0045_F5	CTNNB1	-
PD0045_F5	CYP2E1	-
PD0045_F5	EEF1A1	-
PD0045_F5	FCRL1	-
PD0045_F5	FGF19	-
PD0045_F5	G6PC	-
PD0045_F5	GALNT11	-
PD0045_F5	GRXCR1	-
PD0045_F5	HIST1H1C	-
PD0045_F5	HNF1A	-
PD0045_F5	HNRNPA2B1	-
PD0045_F5	IDH1	-
PD0045_F5	IL6ST	-
PD0045_F5	IRX1	-
PD0045_F5	KIF19	-
PD0045_F5	LCE1E	-
PD0045_F5	MAP2K3	-
PD0045_F5	MEN1	-
PD0045_F5	NCOR1	-
PD0045_F5	NFE2L2	-
PD0045_F5	PDX1	-
PD0045_F5	PTEN	-
PD0045_F5	RB1	-
PD0045_F5	RPS6KA3	-
PD0045_F5	SOCS6	-
PD0045_F5	SRCAP	-
PD0045_F5	TERT	-
PD0045_F5	TMEM99	-
PD0045_F5	TRPA1	-
PD0045_F5	TSC1	-
PD0045_F5	TSC2	-
PD0046_F5	ACVR2A	-
PD0046_F5	ADH1B	-
PD0046_F5	ALB	-
PD0046_F5	APOB	-
PD0046_F5	ARID1A	-
PD0046_F5	ARID2	-
PD0046_F5	AXIN1	-
PD0046_F5	BAP1	-
PD0046_F5	BRD7	-
PD0046_F5	CCND1	-
PD0046_F5	CDKN1A	-
PD0046_F5	CDKN2A	-
PD0046_F5	CDKN2B	-
PD0046_F5	CTNNB1	-
PD0046_F5	CYP2E1	-
PD0046_F5	EEF1A1	-
PD0046_F5	FCRL1	-
PD0046_F5	FGF19	-
PD0046_F5	G6PC	-
PD0046_F5	GALNT11	-
PD0046_F5	GRXCR1	-
PD0046_F5	HIST1H1C	-
PD0046_F5	HNF1A	-
PD0046_F5	HNRNPA2B1	-
PD0046_F5	IDH1	-
PD0046_F5	IL6ST	-
PD0046_F5	IRX1	-
PD0046_F5	KIF19	-
PD0046_F5	LCE1E	-
PD0046_F5	MAP2K3	-
PD0046_F5	MEN1	-
PD0046_F5	NCOR1	-
PD0046_F5	NFE2L2	-
PD0046_F5	PDX1	-
PD0046_F5	PTEN	-
PD0046_F5	RB1	-
PD0046_F5	RPS6KA3	-
PD0046_F5	SOCS6	-
PD0046_F5	SRCAP	-
PD0046_F5	TERT	-
PD0046_F5	TMEM99	-
PD0046_F5	TRPA1	-
PD0046_F5	TSC1	-
PD0046_F5	TSC2	-
PD0047_F5	ACVR2A	-
PD0047_F5	ADH1B	-
PD0047_F5	ALB	-
PD0047_F5	APOB	-
PD0047_F5	ARID1A	-
PD0047_F5	ARID2	-
PD0047_F5	AXIN1	-
PD0047_F5	BAP1	-
PD0047_F5	BRD7	-
PD0047_F5	CCND1	-
PD0047_F5	CDKN1A	-
PD0047_F5	CDKN2A	-
PD0047_F5	CDKN2B	-
PD0047_F5	CTNNB1	-
PD0047_F5	CYP2E1	-
PD0047_F5	EEF1A1	-
PD0047_F5	FCRL1	-
PD0047_F5	FGF19	-
PD0047_F5	G6PC	-
PD0047_F5	GALNT11	-
PD0047_F5	GRXCR1	-
PD0047_F5	HIST1H1C	-
PD0047_F5	HNF1A	-
PD0047_F5	HNRNPA2B1	-
PD0047_F5	IDH1	-
PD0047_F5	IL6ST	-
PD0047_F5	IRX1	-
PD0047_F5	KIF19	-
PD0047_F5	LCE1E	-
PD0047_F5	MAP2K3	-
PD0047_F5	MEN1	-
PD0047_F5	NCOR1	-
PD0047_F5	NFE2L2	-
PD0047_F5	PDX1	-
PD0047_F5	PTEN	-
PD0047_F5	RB1	-
PD0047_F5	RPS6KA3	-
PD0047_F5	SOCS6	-
PD0047_F5	SRCAP	-
PD0047_F5	TERT	-
PD0047_F5	TMEM99	-
PD0047_F5	TRPA1	-
PD0047_F5	TSC1	-
PD0047_F5	TSC2	-
